source,target,type
erwin15,adopcionesguate,mention
erwin15,drgiammattei,mention
erwin15,libertopolis,mention
erwin15,concriteriogt,mention
alejandro2024gt,muniguate,mention
republicagt,salva_paiz,mention
salgueromanuel,traficogt,mention
rafaeldelaguil8,iduvina,mention
poder502,santipalomov,mention
poder502,scspgt,mention
andyluttin74903,traficogt,mention
element76952283,traficogt,mention
mario799101,traficogt,mention
emylopez240400,traficogt,mention
f24173affa12472,traficogt,mention
ronaldm05161013,traficogt,mention
ronaldm05161013,samuel_pz,mention
traposalsolgt,traficogt,mention
imalven,traficogt,mention
luiscast8512,pepecuevas73,mention
luiscast8512,traficogt,mention
luiscast8512,jimmymoralesgt,mention
jcarlos223020,traficogt,mention
pabloelopgt,traficogt,mention
kalemarro,jr_bbrojo,mention
jr_bbrojo,kalemarro,mention
jr_bbrojo,traficogt,mention
guillelgui,traficogt,mention
xiluminex,traficogt,mention
carloshernand61,esta_busqueda,mention
carloshernand61,traficogt,mention
ligia_mancilla,arronchopa,mention
ligia_mancilla,traficogt,mention
corcesa,traficogt,mention
hansgalindogt,amilcarmontejo,mention
hansgalindogt,traficogt,mention
hansgalindogt,emixtragt,mention
mikepachino_7,mustafarcastle,mention
mikepachino_7,traficogt,mention
mikepachino_7,alex_balsells,mention
mikepachino_7,pdhgt,mention
mikepachino_7,csarmolbar,mention
mikepachino_7,defrijoles,mention
mikepachino_7,hugo81767829,mention
mikepachino_7,maco7737,mention
mikepachino_7,repjgt,mention
mikepachino_7,perez81183,mention
mikepachino_7,rafaelae1967,mention
mikepachino_7,edgarjcontreras,mention
mikepachino_7,kalemarro,mention
antonio79424761,traficogt,mention
hijo_depirulina,traficogt,mention
francis83284565,traficogt,mention
jfguatemala,traficogt,mention
fraukefranz,extasisvgames,mention
fraukefranz,traficogt,mention
vvj_gt,traficogt,mention
vvj_gt,barevalodeleon,mention
vvj_gt,guatemalagob,mention
alexiapicsa,kalemarro,mention
alexiapicsa,traficogt,mention
guillermo_kano,traficogt,mention
mildred_gaitan,traficogt,mention
tello_yvon99029,traficogt,mention
mvtrooper,facticagt,mention
mvtrooper,traficogt,mention
vicky3313,usembassyguate,mention
juanfra16928760,traficogt,mention
arronchopa,herrarturocruz1,mention
arronchopa,purorojoybarca,mention
erwin15,ep_investiga,mention
erwin15,jimmymoralesgt,mention
erwin15,mpguatemala,mention
despiertosgt,traficogt,mention
udarthjokerr,traficogt,mention
codimech1,traficogt,mention
defrijoles,traficogt,mention
herrarturocruz1,traficogt,mention
repjgt,traficogt,mention
extuiterogt,traficogt,mention
jorgetwit75,traficogt,mention
maco7737,traficogt,mention
licmariorubio,traficogt,mention
lorenatorresgt,traficogt,mention
alejand04426768,traficogt,mention
perez81183,traficogt,mention
chouscky,traficogt,mention
rutchapina,traficogt,mention
_____das____,traficogt,mention
rafaelae1967,traficogt,mention
lucho130391,traficogt,mention
lucho130391,mustafarcastle,mention
rickmillionare,traficogt,mention
campanitajud,gironramiro,mention
campanitajud,hshetemul,mention
campanitajud,traficogt,mention
edgarjcontreras,traficogt,mention
im_pabloj,traficogt,mention
vhmancilla,traficogt,mention
pirlokolarov,traficogt,mention
chevez_homero,traficogt,mention
mjaguilare,cedeguate,mention
extasisvgames,traficogt,mention
rchinchillac,traficogt,mention
csarmolbar,traficogt,mention
odgome,traficogt,mention
tmorroking15491,traficogt,mention
sammettori,traficogt,mention
clauflor7,traficogt,mention
ldubon63,vozdeltuit,mention
jose5anchez,traficogt,mention
mustafarcastle,traficogt,mention
freelif36854702,traficogt,mention
raqu85549,traficogt,mention
raqu85549,barevalodeleon,mention
papaabumario,vozdeltuit,mention
auramarinabola4,lahoragt,mention
auramarinabola4,traficogt,mention
auramarinabola4,chejojavier,mention
luisca_o,traficogt,mention
auramarinabola4,ricigt1,mention
plazapublicagt,ferdymontepeque,mention
fernand58750771,traficogt,mention
migram59,lahoragt,mention
migram59,traficogt,mention
ep_investiga,projusticiaguat,mention
gironramiro,hshetemul,mention
gironramiro,traficogt,mention
maabe_,muniguate,mention
maabe_,amilcarmontejo,mention
maabe_,traficogt,mention
lucky_rruano,elbencho_gt,mention
lucky_rruano,traficogt,mention
lucky_rruano,aztecanoticiagt,mention
lucky_rruano,mpguatemala,mention
selvinf78069837,alterlego502,mention
selvinf78069837,traficogt,mention
fredinho2311,traficogt,mention
cojulunsonia,amilcarmontejo,mention
cojulunsonia,traficogt,mention
clairevett1,ricigt1,mention
clairevett1,traficogt,mention
pedgar05,barevalodeleon,mention
vasq52759,pmtmuniguate,mention
vasq52759,muniguate,mention
vasq52759,traficogt,mention
nickoco_,expo_corruptos,mention
nickoco_,traficogt,mention
nickoco_,mmendoza_gt,mention
nickoco_,esta_busqueda,mention
nickoco_,coronavirusgt,mention
nickoco_,lucifer4165698,mention
nickoco_,ronald_mackay,mention
rdiazcorzo,karinherreravp,mention
rdiazcorzo,traficogt,mention
rdiazcorzo,viceguatemala,mention
rdiazcorzo,guatemalagob,mention
barregudiel36,barevalodeleon,mention
barregudiel36,traficogt,mention
barregudiel36,guatemalagob,mention
barregudiel36,viceguatemala,mention
barregudiel36,karinherreravp,mention
divas0598,traficogt,mention
aztecanoticiagt,marcoscahuex___,mention
arceydooley,traficogt,mention
edwadriperez,el_periodico,mention
edwadriperez,lahoragt,mention
susyriv56659832,traficogt,mention
alberthmenendez,traficogt,mention
canchito13,traficogt,mention
canchito13,barevalodeleon,mention
manuelp27147297,ep_investiga,mention
manuelp27147297,traficogt,mention
manuelp27147297,barevalodeleon,mention
manuelp27147297,karinherreravp,mention
mirandaalonzo01,pmt_villanueva,mention
mirandaalonzo01,mynor_zurita,mention
mirandaalonzo01,munivillanueva,mention
mirandaalonzo01,santosdalia,mention
mirandaalonzo01,traficogt,mention
mirandaalonzo01,aztecaguate,mention
mirandaalonzo01,noti7guatemala,mention
mirandaalonzo01,telediariogt,mention
mirandaalonzo01,tn23noticias,mention
ep_investiga,jovannagarcon,mention
julioca75923080,drewzecena,mention
julioca75923080,mpguatemala,mention
poder502,fiscalnvicto,mention
enandopz,traficogt,mention
enandopz,sonora969,mention
enandopz,emisorasunidas,mention
enandopz,aztecanoticiagt,mention
galiciajulio,pmtmuniguate,mention
galiciajulio,amilcarmontejo,mention
galiciajulio,traficogt,mention
galiciajulio,dtransitopnc,mention
diegolainfiesta,muniguate,mention
honor182,munimixco_,mention
papaabumario,samuel_pz,mention
papaabumario,guss_marro,mention
ierecinos,amilcarmontejo,mention
ierecinos,traficogt,mention
ldubon63,lahoragt,mention
kalinpal53,lahoragt,mention
kalinpal53,traficogt,mention
estaciondoblea,pmtmuniguate,mention
estaciondoblea,fraijanespmt,mention
estaciondoblea,pmtoficialamat1,mention
wolve_gt,traficogt,mention
heverabarca,munimixco_,mention
heverabarca,traficogt,mention
batallonjalapa,yoeldeleon23,mention
cleal860,yoeldeleon23,mention
cleal860,traficogt,mention
jlfont001,sandra_jovelp,mention
wilfred_cruz,mmendoza_gt,mention
wilfred_cruz,traficogt,mention
shejogarcia,traficogt,mention
martayaque,traficogt,mention
lucky_rruano,lahoragt,mention
fresita20200,vozdeltuit,mention
fresita20200,traficogt,mention
fresita20200,muniguate,mention
fresita20200,monymmorales,mention
fresita20200,cc_guatemala,mention
fijatebiengt,vozdeltuit,mention
fijatebiengt,traficogt,mention
fijatebiengt,muniguate,mention
pwichini,traficogt,mention
edgarajcip,claudiafajardo,mention
edgarajcip,traficogt,mention
claudiafajardo,traficogt,mention
tu_coach_sergio,manfredoguate,mention
tu_coach_sergio,traficogt,mention
ubaldomacu,traficogt,mention
jlfont001,vientomares,mention
jlfont001,concriteriogt,mention
jlfont001,barevalodeleon,mention
renefelix_,traficogt,mention
renefelix_,jlfont001,mention
renefelix_,barevalodeleon,mention
victorp95913830,factor4_gt,mention
victorp95913830,interpol_hq,mention
victorp95913830,mpguatemala,mention
cidfaustina,jlfont001,mention
cidfaustina,traficogt,mention
tonoperre,darwinhk,mention
tonoperre,traficogt,mention
tonoperre,cacifguatemala,mention
tonoperre,covial_civ,mention
tonoperre,alex_balsells,mention
rlmazariegos,wergabriel,mention
rlmazariegos,traficogt,mention
rlmazariegos,concriteriogt,mention
rlmazariegos,ufmedu,mention
mundo9999,jlfont001,mention
wergabriel,concriteriogt,mention
wergabriel,ufmedu,mention
traficogt,jlfont001,mention
diganmechapin,amilcarmontejo,mention
diganmechapin,muniguate,mention
diganmechapin,traficogt,mention
batallonjalapa,czardetto,mention
batallonjalapa,sazodan,mention
raulitolog,por_mi_guate,mention
raulitolog,traficogt,mention
mvpitalia1,samuel_pz,mention
mvpitalia1,traficogt,mention
jgcasasola,traficogt,mention
angeln8,pmt_villanueva,mention
angeln8,santosdalia,mention
angeln8,prensa_libre,mention
angeln8,soy_502,mention
angeln8,munivillanueva,mention
angeln8,mynor_zurita,mention
angeln8,gtliberal,mention
dr_strater_,traficogt,mention
papaabumario,vicentecarrera_,mention
papaabumario,discosbeagle,mention
jlfont001,miquelosj,mention
jlfont001,ufmedu,mention
ldubon63,soygeorgegt,mention
ldubon63,pavelvga,mention
ldubon63,josechic86,mention
artmobilegt,santipalomov,mention
ldubon63,ricigt1,mention
ariefialko,expo_corruptos,mention
ariefialko,traficogt,mention
ariefialko,ronald_mackay,mention
ariefialko,mmendoza_gt,mention
ariefialko,coronavirusgt,mention
ariefialko,lucifer4165698,mention
gabbysq,traficogt,mention
guatitalia,amilcarmontejo,mention
guatitalia,pmtguatemala1,mention
guatitalia,traficogt,mention
papaabumario,carlosrkestler,mention
papaabumario,civ_guatemala,mention
papaabumario,wergabriel,mention
batallonjalapa,jlfont001,mention
lopezmadrrox,traficogt,mention
chofito63569841,manfredoguate,mention
chofito63569841,marioquan,mention
paolo_970,manfredoguate,mention
paolo_970,traficogt,mention
riveradanziger,pmtguatemala1,mention
riveradanziger,amilcarmontejo,mention
riveradanziger,rquinonezl,mention
riveradanziger,muniguate,mention
riveradanziger,traficogt,mention
ldubon63,rmensoruin,mention
ldubon63,oco_motora,mention
fercito424,danydoggy,mention
fercito424,traficogt,mention
mariaisabelg65,ccdaoficialgt,mention
mariaisabelg65,traficogt,mention
cohen13henry,josejulianguate,mention
cohen13henry,traficogt,mention
emisorasunidas,noel_solis,mention
mariaisabelg65,manfredoguate,mention
ldubon63,pedgar05,mention
jaque_mate2,fiscalnvicto,mention
jaque_mate2,traficogt,mention
coniglio0018,ep_investiga,mention
coniglio0018,traficogt,mention
rosa87298204,quorumgt,mention
rosa87298204,traficogt,mention
rosa87298204,davidck7,mention
castillogust,mmendoza_gt,mention
castillogust,traficogt,mention
jl2maeu,vicgarciadice,mention
jl2maeu,traficogt,mention
mvtrooper,mmendoza_gt,mention
ajpu88,traficogt,mention
ajpu88,pmtmuniguate,mention
chofito63569841,mendiamariela,mention
chofito63569841,shirleyriveragt,mention
chofito63569841,gramajojavier,mention
chofito63569841,tseguatemala,mention
chofito63569841,deahq,mention
chofito63569841,usembassyguate,mention
batallonjalapa,julioserrano,mention
batallonjalapa,fygeditores,mention
grettelslowing,traficogt,mention
olmsteadsergio,domingo94096837,mention
olmsteadsergio,traficogt,mention
extuiterogt,soygeorgegt,mention
miguel_artiga,soygeorgegt,mention
miguel_artiga,traficogt,mention
ramoscart,soygeorgegt,mention
ramoscart,traficogt,mention
betocardonam,pmt_villanueva,mention
betocardonam,traficogt,mention
betocardonam,muniguate,mention
betocardonam,munimixco_,mention
betocardonam,ronald_mackay,mention
betocardonam,vozdeltuit,mention
batallonjalapa,alianzargt,mention
batallonjalapa,aliadasgt,mention
batallonjalapa,ruda_gt,mention
batallonjalapa,justiciayagt,mention
batallonjalapa,freevirginial,mention
batallonjalapa,asambleasp,mention
batallonjalapa,comunidadtz,mention
batallonjalapa,impunitywatchgt,mention
batallonjalapa,piciregional,mention
batallonjalapa,dougcrisgt,mention
clairevett1,quiquegodoy,mention
edwinma61769471,soygeorgegt,mention
edwinma61769471,traficogt,mention
angeln8,pmtmuniguate,mention
angeln8,muniguate,mention
borreguitoyulie,traficogt,mention
aguayjoma,larrryto,mention
aguayjoma,traficogt,mention
eliezerpinist,esta_busqueda,mention
eliezerpinist,traficogt,mention
blanknita_24,stereo100xela,mention
blanknita_24,traficogt,mention
betocardonam,bomberosmuni,mention
nd_marti,traficogt,mention
nd_marti,mingobguate,mention
nd_marti,fjimenezmingob,mention
lopezmadrrox,fenanu,mention
lopezmadrrox,p_unionista,mention
lopezmadrrox,muniguate,mention
lopezmadrrox,ricigt1,mention
rebkrriaza,traficogt,mention
traficogt,mingobguate,mention
larrywoodgt,lahoragt,mention
larrywoodgt,traficogt,mention
mercedesba33833,darwinhk,mention
mercedesba33833,traficogt,mention
lunacrescentegt,darwinhk,mention
lunacrescentegt,traficogt,mention
hevisaga,lahoragt,mention
hevisaga,traficogt,mention
hevisaga,mpguatemala,mention
m_artis,benitoc67601310,mention
m_artis,traficogt,mention
87kikin,provialoficial,mention
87kikin,covial_civ,mention
87kikin,pncdeguatemala,mention
87kikin,dtransitopnc,mention
87kikin,traficogt,mention
87kikin,amilcarmontejo,mention
elgriego7,jlfont001,mention
elgriego7,cc_guatemala,mention
elgriego7,minsaludguate,mention
elgriego7,unops,mention
glennavi,victorhdelpozo,mention
glennavi,pmtantigua,mention
cohen13henry,ricigt1,mention
hellboy17oc,traficogt,mention
alberthmenendez,monymmorales,mention
alberthmenendez,jimmymoralesgt,mention
jorgelf_l,traficogt,mention
ciata_tunonrt,traficogt,mention
gigantedecolch,dtransitopnc,mention
gigantedecolch,muniguate,mention
anongtreloaded,pastorcashluna,mention
gretecifu,avillagran502,mention
gretecifu,traficogt,mention
gretecifu,contraloria_gt,mention
eddie99243836,traficogt,mention
chefcitaaaaaa__,traficogt,mention
byronpa93998161,traficogt,mention
factor4_gt,diputadojp,mention
factor4_gt,progreso_latam,mention
wofwofgtt,denunciasmuni,mention
wofwofgtt,obrasmuniguate,mention
wofwofgtt,traficogt,mention
danceconnectgt,covial_civ,mention
danceconnectgt,traficogt,mention
danceconnectgt,pmt_villanueva,mention
betocardonam,amilcarmontejo,mention
lajudaica,edgar_ortizgt,mention
lajudaica,traficogt,mention
billyc2023,domingo94096837,mention
billyc2023,maribelmar51429,mention
billyc2023,traficogt,mention
erwin_fern58667,maribelmar51429,mention
erwin_fern58667,domingo94096837,mention
erwin_fern58667,traficogt,mention
erwin_fern58667,mpguatemala,mention
kikin1957,maribelmar51429,mention
kikin1957,domingo94096837,mention
domingo94096837,maribelmar51429,mention
domingo94096837,traficogt,mention
maribelmar51429,anongtreloaded,mention
maribelmar51429,domingo94096837,mention
aldo_guate2024,canalantigua,mention
aldo_guate2024,traficogt,mention
dinamen45337462,emisorasunidas,mention
dinamen45337462,traficogt,mention
dinamen45337462,noel_solis,mention
franciscoxutuc,traficogt,mention
papaabumario,mmendoza_gt,mention
papaabumario,bantrab,mention
papaabumario,jsandoval1982,mention
enrique41204614,soygeorgegt,mention
enrique41204614,traficogt,mention
atiu07,traficogt,mention
luciourquidez,anongtreloaded,mention
luciourquidez,alvaroarzue,mention
armandoliosgt,anibalarguello1,mention
armandoliosgt,traficogt,mention
kaialer,amilcarmontejo,mention
kaialer,tn23noticias,mention
kaialer,aztecanoticiagt,mention
kaialer,noti7guatemala,mention
kaialer,ronald_mackay,mention
kaialer,marcefitnessgt,mention
kaialer,traficogt,mention
papaabumario,anongtreloaded,mention
mendezdelahoz,lahoragt,mention
mendezdelahoz,traficogt,mention
clairevett1,bermejogt,mention
clairevett1,msemillagt,mention
papaabumario,zapataadr,mention
papaabumario,lahoragt,mention
chilaberta,edgar_ortizgt,mention
chilaberta,traficogt,mention
ariefialko,marieloscm,mention
chofito63569841,cacifguatemala,mention
mendezdelahoz,prensacomunitar,mention
reginasancheza,omarlandaverry,mention
reginasancheza,traficogt,mention
reginasancheza,drgiammattei,mention
tu_coach_sergio,expo_corruptos,mention
tu_coach_sergio,mmendoza_gt,mention
tu_coach_sergio,lucifer4165698,mention
traficogt,jmenkos,mention
traficogt,cacifguatemala,mention
lajudaica,kestleredwin,mention
dora_melgar,barevalodeleon,mention
dora_melgar,traficogt,mention
mvtrooper,lahoragt,mention
mvtrooper,mpguatemala,mention
willyalfa,leraovalle,mention
willyalfa,traficogt,mention
elizave15409733,leraovalle,mention
elizave15409733,traficogt,mention
alejandro2024gt,telediariogt,mention
alejandro2024gt,emetragt,mention
alejandro2024gt,eegsaguatemala,mention
divas0598,amilcarmontejo,mention
ldubon63,czardetto,mention
rodrigo79349039,samuel_pz,mention
rodrigo79349039,traficogt,mention
rodrigo79349039,pattyo502,mention
prensacomunitar,bernardocaal2,mention
prensacomunitar,cc_guatemala,mention
gersintos,czardetto,mention
gersintos,traficogt,mention
batallonjalapa,lahoragt,mention
batallonjalapa,felixsinexcusas,mention
laaldecoa18,traficogt,mention
laaldecoa18,amilcarmontejo,mention
laaldecoa18,pncdeguatemala,mention
citizen_tobino,carlosrkestler,mention
citizen_tobino,traficogt,mention
citizen_tobino,cc_guatemala,mention
chofito63569841,jul_sando_1962,mention
chofito63569841,mmendoza_gt,mention
chofito63569841,juliohectore,mention
hectordavila10,ricigt1,mention
hectordavila10,traficogt,mention
hectordavila10,jsandoval1982,mention
eeliezer1985,pncdeguatemala,mention
batallonjalapa,almagro_oea2015,mention
banalucas,luisficarpediem,mention
banalucas,traficogt,mention
olavdirkmaat,luisficarpediem,mention
olavdirkmaat,traficogt,mention
eeliezer1985,bvoluntariosgt,mention
eeliezer1985,bomberosmuni,mention
frescosuchiles,traficogt,mention
elizave15409733,manfredoguate,mention
gio_mar1610,netobran,mention
gio_mar1610,munimixco_,mention
gio_mar1610,emisorasunidas,mention
gio_mar1610,guatevision_tv,mention
gio_mar1610,sonora969,mention
gio_mar1610,traficogt,mention
